volcano_number,volcano_name,eruption_number,event_number,event_type
373010,Grimsvotn,12788,140649,Explosion
373010,Grimsvotn,12788,140650,Tephra
373010,Grimsvotn,12789,140652,Explosion
373010,Grimsvotn,12789,140653,Tephra
373010,Grimsvotn,12789,140654,Jokulhaup
373010,Grimsvotn,12789,140655,Phreatomagmatic eruption
373010,Grimsvotn,12790,140657,Explosion
373010,Grimsvotn,12790,140658,Jokulhaup
373010,Grimsvotn,12790,140659,Phreatomagmatic eruption
373010,Grimsvotn,12791,140661,Tephra
373010,Grimsvotn,12792,140663,Explosion
373010,Grimsvotn,12792,140664,Jokulhaup
373010,Grimsvotn,12792,140665,Phreatomagmatic eruption
373010,Grimsvotn,12793,140667,Tephra
373010,Grimsvotn,12794,140669,Explosion
373010,Grimsvotn,12794,140670,Fatalities
373010,Grimsvotn,12794,140671,Jokulhaup
373010,Grimsvotn,12794,140672,Phreatomagmatic eruption
373010,Grimsvotn,12795,140674,Tephra
373010,Grimsvotn,12796,140676,Explosion
373010,Grimsvotn,12796,140677,Jokulhaup
373010,Grimsvotn,12806,140678,Jokulhaup
373010,Grimsvotn,12807,140680,Explosion
373010,Grimsvotn,12807,140681,Tephra
373010,Grimsvotn,12808,140683,Explosion
373010,Grimsvotn,12808,140684,Ash
373010,Grimsvotn,12808,140685,Jokulhaup
373010,Grimsvotn,12808,140686,Flames
373010,Grimsvotn,12808,140687,Phreatomagmatic eruption
373010,Grimsvotn,12809,140688,Fissure formation
373010,Grimsvotn,12809,140691,Explosion
373010,Grimsvotn,12809,140692,Ash
373010,Grimsvotn,12809,140693,Lava flow(s)
373010,Grimsvotn,12809,140694,Property damage
373010,Grimsvotn,12809,140696,Jokulhaup
373010,Grimsvotn,12809,140697,Evacuations
373010,Grimsvotn,12809,140698,Cinder cone formation
373010,Grimsvotn,12809,140699,Earthquakes (undefined)
373010,Grimsvotn,12809,140700,Earthquakes (undefined)
373010,Grimsvotn,12811,140702,Jokulhaup
373010,Grimsvotn,12812,140704,Explosion
373010,Grimsvotn,12812,140705,Phreatomagmatic eruption
373012,Thordarhyrna,12813,140707,Explosion
373012,Thordarhyrna,12813,140708,Ash
373010,Grimsvotn,12814,140710,Jokulhaup
373012,Thordarhyrna,12823,140711,Ash
373012,Thordarhyrna,12823,140712,Jokulhaup
373010,Grimsvotn,12824,140714,Tephra
373010,Grimsvotn,12825,140716,Explosion
373010,Grimsvotn,12825,140717,Tephra
373010,Grimsvotn,12826,140719,Explosion
373010,Grimsvotn,12826,140720,Jokulhaup
373010,Grimsvotn,12826,140721,Phreatomagmatic eruption
373010,Grimsvotn,12827,140724,Explosion
373010,Grimsvotn,12827,140725,Ash
373010,Grimsvotn,12827,140726,Flames
373010,Grimsvotn,12827,140727,Lightning
373010,Grimsvotn,12828,140730,Explosion
373010,Grimsvotn,12828,140731,Jokulhaup
373010,Grimsvotn,12828,140732,Crater formation
373010,Grimsvotn,12828,140733,Earthquakes (undefined)
373010,Grimsvotn,12828,140734,Phreatomagmatic eruption
373010,Grimsvotn,12829,140736,Flames
373010,Grimsvotn,12830,140738,Explosion
373010,Grimsvotn,12830,140739,Jokulhaup
373010,Grimsvotn,12831,140741,Jokulhaup
373010,Grimsvotn,12832,140743,Jokulhaup
373010,Grimsvotn,12840,140744,Ash
373010,Grimsvotn,12840,140745,Phreatic activity
373010,Grimsvotn,12840,140746,Lava flow(s)
373010,Grimsvotn,12840,140747,Property damage
373010,Grimsvotn,12840,140748,Jokulhaup
373010,Grimsvotn,12840,140749,Volcanic tremor
373010,Grimsvotn,12840,140750,Earthquakes (undefined)
373010,Grimsvotn,12840,140751,Earthquakes (undefined)
373010,Grimsvotn,12840,140752,Lightning
373010,Grimsvotn,12841,140757,Explosion
373010,Grimsvotn,12841,140758,Ash
373010,Grimsvotn,12841,140759,Pyroclastic flow
373010,Grimsvotn,12841,140760,Volcanic tremor
373010,Grimsvotn,12841,140761,Earthquakes (undefined)
373010,Grimsvotn,12841,140762,Earthquakes (undefined)
373010,Grimsvotn,12842,140767,Explosion
373010,Grimsvotn,12842,140768,Ash
373010,Grimsvotn,12842,140769,Jokulhaup
373010,Grimsvotn,12842,140770,Volcanic tremor
373010,Grimsvotn,12842,140771,Volcanic tremor
373010,Grimsvotn,12842,140772,Earthquakes (undefined)
373010,Grimsvotn,12842,140773,Earthquakes (undefined)
373010,Grimsvotn,12842,140774,Lightning
373010,Grimsvotn,12842,140775,Ash
373010,Grimsvotn,12842,140776,Volcanic tremor
373030,Bardarbunga,12855,140778,Explosion
373030,Bardarbunga,12859,140784,Explosion
373030,Bardarbunga,12859,140785,Tephra
373030,Bardarbunga,12860,140786,Tephra
373030,Bardarbunga,12860,140787,Lava flow(s)
373030,Bardarbunga,12861,140790,Explosion
373030,Bardarbunga,12861,140791,Tephra
373030,Bardarbunga,12862,140794,Explosion
373030,Bardarbunga,12862,140795,Tephra
373030,Bardarbunga,12863,140798,Explosion
373030,Bardarbunga,12863,140799,Tephra
373030,Bardarbunga,12865,140803,Explosion
373030,Bardarbunga,12865,140804,Tephra
373030,Bardarbunga,12865,140805,Pyroclastic flow
373030,Bardarbunga,12865,140806,Phreatic activity
373030,Bardarbunga,12865,140807,Lava flow(s)
373030,Bardarbunga,12865,140808,Property damage
373030,Bardarbunga,12874,140811,Property damage
373030,Bardarbunga,12874,140812,Jokulhaup
373030,Bardarbunga,12875,140815,Explosion
373030,Bardarbunga,12875,140816,Property damage
373030,Bardarbunga,12875,140817,Jokulhaup
373030,Bardarbunga,12876,140820,Explosion
373030,Bardarbunga,12876,140821,Tephra
373030,Bardarbunga,12877,140824,Explosion
373030,Bardarbunga,12877,140825,Tephra
373030,Bardarbunga,12878,140827,Explosion
373030,Bardarbunga,12878,140828,Tephra
373030,Bardarbunga,12878,140829,Jokulhaup
373030,Bardarbunga,12879,140831,Explosion
373030,Bardarbunga,12879,140832,Tephra
373030,Bardarbunga,12880,140834,Explosion
373030,Bardarbunga,12883,140837,Explosion
373030,Bardarbunga,12883,140838,Tephra
373030,Bardarbunga,12883,140839,Lava flow(s)
373030,Bardarbunga,12883,140840,Volcanic smoke
373030,Bardarbunga,12893,140843,Volcanic tremor
373030,Bardarbunga,12894,140846,Jokulhaup
373030,Bardarbunga,12894,140847,Volcanic tremor
373030,Bardarbunga,12895,140850,Jokulhaup
373030,Bardarbunga,12895,140851,Volcanic tremor
373030,Bardarbunga,12896,140854,Jokulhaup
373030,Bardarbunga,12896,140855,Volcanic tremor
373050,Kverkfjoll,12897,140857,Explosion
373050,Kverkfjoll,12898,140859,Lava flow(s)
373050,Kverkfjoll,12899,140861,Jokulhaup
373050,Kverkfjoll,12900,140863,Jokulhaup
373050,Kverkfjoll,12901,140865,Jokulhaup
373060,Askja,12904,140870,Explosion
373060,Askja,12904,140871,Ash
373060,Askja,12904,140872,Pyroclastic flow
373060,Askja,12904,140873,Caldera formation
373060,Askja,12904,140874,Pumice
373060,Askja,12911,140876,Pumice
373060,Askja,12912,140877,Explosion
373060,Askja,12912,140878,Tephra
373060,Askja,12913,140880,Lava flow(s)
373060,Askja,12914,140882,Lava flow(s)
373060,Askja,12915,140884,Lava flow(s)
373060,Askja,12916,140886,Lava flow(s)
373060,Askja,12917,140888,Island formation
373060,Askja,12917,140890,Explosion
373060,Askja,12917,140891,Scoria
373060,Askja,12917,140892,Lava flow(s)
373060,Askja,12918,140894,Explosion
373060,Askja,12918,140895,Ash
373060,Askja,12918,140896,Lava flow(s)
373060,Askja,12919,140898,Explosion
373060,Askja,12919,140899,Lapilli
373060,Askja,12919,140900,Scoria
373060,Askja,12919,140901,Lava flow(s)
373060,Askja,12919,140902,Lava lake
373060,Askja,12919,140903,Lava fountains
373060,Askja,12919,140904,Seismicity (volcanic)
373070,Fremrinamar,12920,140906,Lava flow(s)
373070,Fremrinamar,12920,140907,Lava lake
373070,Fremrinamar,12920,140908,Lava fountains
373080,Krafla,12934,140909,Lava flow(s)
373080,Krafla,12934,140910,Blocks
373080,Krafla,12935,140912,Lava flow(s)
373082,Heidarspordar,12936,140914,Explosion
373082,Heidarspordar,12936,140915,Lava flow(s)
373082,Heidarspordar,12936,140916,Cinder cone formation
373082,Heidarspordar,12936,140917,Lava flow(s)
373080,Krafla,12937,140919,Explosion
373080,Krafla,12937,140920,Tephra
373080,Krafla,12937,140921,Lava flow(s)
373080,Krafla,12938,140923,Lava flow(s)
373080,Krafla,12939,140925,Lava flow(s)
373080,Krafla,12940,140927,Explosion
373080,Krafla,12940,140928,Tephra
373080,Krafla,12941,140930,Explosion
373080,Krafla,12941,140931,Tephra
373080,Krafla,12941,140932,Fumarolic or solfataric
373080,Krafla,12941,140933,Evacuations
373080,Krafla,12941,140934,Eruption cloud
373080,Krafla,12941,140935,Earthquakes (undefined)
373080,Krafla,12942,140936,Fissure formation
373080,Krafla,12942,140937,Fumarolic or solfataric
373080,Krafla,12942,140938,Earthquakes (undefined)
373080,Krafla,12943,140940,Lava flow(s)
373080,Krafla,12950,140942,Deformation (deflation)
373080,Krafla,12951,140944,Lava flow(s)
373080,Krafla,12951,140945,Volcanic tremor
373080,Krafla,12951,140946,Deformation (inflation)
373080,Krafla,12951,140947,Deformation (deflation)
373080,Krafla,12952,140949,Lava flow(s)
373080,Krafla,12952,140950,Volcanic tremor
373080,Krafla,12952,140951,Seismicity (volcanic)
373080,Krafla,12952,140952,Deformation (inflation)
373080,Krafla,12952,140953,Deformation (deflation)
373080,Krafla,12953,140955,Lava flow(s)
373080,Krafla,12953,140956,Earthquakes (undefined)
373080,Krafla,12953,140957,Deformation (inflation)
373080,Krafla,12953,140958,Deformation (deflation)
373090,Theistareykir,12954,140960,Lava flow(s)
373090,Theistareykir,12954,140961,Lava lake
373090,Theistareykir,12954,140962,Lava fountains
373090,Theistareykir,12955,140964,Lava flow(s)
373090,Theistareykir,12956,140966,Lava flow(s)
373100,Tjornes Fracture Zone,12957,140968,Earthquakes (undefined)
374010,Oraefajokull,12958,140971,Explosion
374010,Oraefajokull,12958,140972,Ash
374010,Oraefajokull,12958,140973,Lapilli
374010,Oraefajokull,12958,140974,Pyroclastic flow
376010,Jan Mayen,12967,140977,Explosion
376010,Jan Mayen,12967,140978,Tephra
376010,Jan Mayen,12967,140979,Lava flow(s)
376010,Jan Mayen,12967,140980,Lava fountains
376010,Jan Mayen,12968,140982,Explosion
376010,Jan Mayen,12968,140983,Lava flow(s)
376010,Jan Mayen,12969,140985,Lava flow(s)
376010,Jan Mayen,12969,140986,Lava flow(s)
376010,Jan Mayen,12970,140991,Explosion
376010,Jan Mayen,12970,140992,Ash
376010,Jan Mayen,12970,140993,Phreatic activity
376010,Jan Mayen,12970,140994,Lava flow(s)
376010,Jan Mayen,12970,140995,Jokulhaup
376010,Jan Mayen,12970,140996,Evacuations
376010,Jan Mayen,12970,140997,Lava fountains
376010,Jan Mayen,12970,140998,Eruption cloud
376010,Jan Mayen,12970,140999,Earthquakes (undefined)
376010,Jan Mayen,12970,141000,Pumice
376010,Jan Mayen,12970,141001,Lava flow(s)
376010,Jan Mayen,12971,141003,Explosion
376010,Jan Mayen,12971,141004,Crater formation
376010,Jan Mayen,12972,141007,Explosion
382010,Fayal,12985,141009,Explosion
382010,Fayal,12985,141010,Lava flow(s)
382010,Fayal,12985,141011,Property damage
382010,Fayal,12985,141012,Fatalities
382010,Fayal,12985,141013,Evacuations
382010,Fayal,12985,141014,Cinder cone formation
382010,Fayal,12985,141015,Lava flow(s)
382010,Fayal,12986,141020,Island formation
382010,Fayal,12986,141021,Explosion
382010,Fayal,12986,141022,Ash
382010,Fayal,12986,141023,Lapilli
382010,Fayal,12986,141024,Bombs
382010,Fayal,12986,141025,Scoria
382010,Fayal,12986,141026,Pyroclastic flow
382010,Fayal,12986,141027,Phreatic activity
382010,Fayal,12986,141028,Lava flow(s)
382010,Fayal,12986,141029,Property damage
382010,Fayal,12986,141030,Evacuations
382010,Fayal,12986,141031,Cinder cone formation
382010,Fayal,12986,141032,Earthquakes (undefined)
382010,Fayal,12986,141033,Earthquakes (undefined)
382020,Pico,12987,141035,Explosion
382020,Pico,12987,141036,Lava flow(s)
382020,Pico,12987,141037,Property damage
382020,Pico,12987,141038,Lava flow(s)
382030,San Jorge,12997,141041,Earthquakes (undefined)
382050,Terceira,12998,141043,Explosion
382050,Terceira,12998,141044,Bombs
382050,Terceira,12998,141045,Pyroclastic flow
382050,Terceira,12999,141047,Explosion
382050,Terceira,12999,141048,Lava flow(s)
382070,Don Joao de Castro Bank,13000,141051,Earthquakes (undefined)
382081,Picos Volcanic System,13001,141052,Lava flow(s)
382081,Picos Volcanic System,13002,141053,Explosion
382081,Picos Volcanic System,13002,141054,Bombs
382081,Picos Volcanic System,13002,141055,Lava flow(s)
382081,Picos Volcanic System,13003,141056,Explosion
382081,Picos Volcanic System,13003,141057,Bombs
382081,Picos Volcanic System,13003,141058,Lava flow(s)
382081,Picos Volcanic System,13003,141059,Lava flow(s)
382081,Picos Volcanic System,13004,141060,Explosion
382081,Picos Volcanic System,13004,141061,Lava flow(s)
382081,Picos Volcanic System,13004,141062,Lava flow(s)
382081,Picos Volcanic System,13005,141063,Explosion
382081,Picos Volcanic System,13005,141064,Bombs
382081,Picos Volcanic System,13005,141065,Scoria
382081,Picos Volcanic System,13005,141066,Pyroclastic flow
382081,Picos Volcanic System,13005,141067,Lava flow(s)
382081,Picos Volcanic System,13005,141068,Cinder cone formation
382081,Picos Volcanic System,13006,141069,Explosion
382081,Picos Volcanic System,13006,141070,Lava flow(s)
382081,Picos Volcanic System,13006,141071,Cinder cone formation
382081,Picos Volcanic System,13006,141072,Lava flow(s)
382080,Sete Cidades,13014,141074,Explosion
382080,Sete Cidades,13014,141075,Lava flow(s)
382080,Sete Cidades,13014,141076,Cinder cone formation
382080,Sete Cidades,13014,141077,Lava flow(s)
382080,Sete Cidades,13015,141079,Explosion
382080,Sete Cidades,13015,141080,Lava flow(s)
382080,Sete Cidades,13015,141081,Lava flow(s)
382080,Sete Cidades,13016,141084,Explosion
382080,Sete Cidades,13016,141085,Lava flow(s)
382080,Sete Cidades,13016,141086,Lahar or mudflow
382080,Sete Cidades,13016,141087,Earthquakes (undefined)
382080,Sete Cidades,13016,141088,Pumice
382080,Sete Cidades,13017,141091,Island formation
382080,Sete Cidades,13017,141092,Explosion
382080,Sete Cidades,13017,141093,Earthquakes (undefined)
382080,Sete Cidades,13018,141096,Explosion
382080,Sete Cidades,13018,141097,Earthquakes (undefined)
382080,Sete Cidades,13018,141098,Pumice
382080,Sete Cidades,13019,141101,Explosion
382080,Sete Cidades,13019,141102,Lava flow(s)
382080,Sete Cidades,13019,141103,Earthquakes (undefined)
382080,Sete Cidades,13019,141104,Lava flow(s)
382090,Agua de Pau,13029,141107,Ash
382090,Agua de Pau,13029,141108,Pumice
382090,Agua de Pau,13030,141110,Explosion
382090,Agua de Pau,13030,141111,Lava flow(s)
382090,Agua de Pau,13030,141112,Cinder cone formation
382090,Agua de Pau,13030,141113,Lava flow(s)
382090,Agua de Pau,13031,141115,Explosion
382090,Agua de Pau,13031,141116,Lava flow(s)
382090,Agua de Pau,13031,141117,Cinder cone formation
382090,Agua de Pau,13031,141118,Lava flow(s)
382090,Agua de Pau,13032,141123,Explosion
382090,Agua de Pau,13032,141124,Ash
382090,Agua de Pau,13032,141125,Lava flow(s)
382090,Agua de Pau,13032,141126,Property damage
382090,Agua de Pau,13032,141127,Earthquakes (undefined)
382090,Agua de Pau,13032,141128,Earthquakes (undefined)
382090,Agua de Pau,13032,141129,Pumice
382090,Agua de Pau,13033,141131,Explosion
382090,Agua de Pau,13033,141132,Phreatic activity
382090,Agua de Pau,13033,141133,Lava flow(s)
382100,Furnas,13034,141135,Explosion
382100,Furnas,13034,141136,Pyroclastic flow
382100,Furnas,13035,141138,Explosion
382100,Furnas,13035,141139,Ash
382100,Furnas,13042,141140,Pyroclastic flow
382100,Furnas,13042,141141,Lava dome formation
382100,Furnas,13042,141142,Property damage
382100,Furnas,13042,141143,Fatalities
382100,Furnas,13042,141144,Evacuations
382100,Furnas,13042,141145,Debris avalanches
382100,Furnas,13042,141146,Earthquakes (undefined)
382100,Furnas,13042,141147,Earthquakes (undefined)
382100,Furnas,13042,141148,Pumice
382110,Monaco Bank,13044,141153,Phreatic activity
382120,Madeira,13045,141155,Explosion
382120,Madeira,13045,141156,Scoria
383010,La Palma,13046,141158,Explosion
383010,La Palma,13046,141159,Ash
383010,La Palma,13046,141160,Lava flow(s)
383010,La Palma,13046,141161,Phreatomagmatic eruption
383010,La Palma,13046,141162,Lava flow(s)
383010,La Palma,13047,141164,Explosion
383010,La Palma,13048,141166,Explosion
383010,La Palma,13048,141167,Lava flow(s)
383010,La Palma,13049,141169,Lava flow(s)
383010,La Palma,13050,141171,Explosion
383010,La Palma,13050,141172,Cinder cone formation
383010,La Palma,13055,141173,Earthquakes (undefined)
383010,La Palma,13055,141174,Lava flow(s)
383010,La Palma,13056,141177,Explosion
383010,La Palma,13056,141178,Ash
383010,La Palma,13056,141179,Bombs
383010,La Palma,13056,141180,Scoria
383010,La Palma,13056,141181,Lava flow(s)
383010,La Palma,13056,141182,Property damage
383010,La Palma,13056,141183,Earthquakes (undefined)
383010,La Palma,13056,141184,Lava flow(s)
383010,La Palma,13057,141188,Explosion
383010,La Palma,13057,141189,Ash
383010,La Palma,13057,141190,Bombs
383010,La Palma,13057,141191,Scoria
383010,La Palma,13057,141192,Pyroclastic flow
383010,La Palma,13057,141193,Lava flow(s)
383010,La Palma,13057,141194,Property damage
383010,La Palma,13057,141195,Seismicity (volcanic)
383010,La Palma,13057,141196,Earthquakes (undefined)
383010,La Palma,13057,141197,Phreatomagmatic eruption
383010,La Palma,13057,141198,Blocks
383010,La Palma,13057,141199,Lava flow(s)
383010,La Palma,13058,141203,Explosion
383010,La Palma,13058,141204,Lapilli
383010,La Palma,13058,141205,Bombs
383030,Tenerife,13067,141206,Explosion
383030,Tenerife,13067,141207,Lava flow(s)
383030,Tenerife,13067,141208,Cinder cone formation
383030,Tenerife,13067,141209,Lava flow(s)
383030,Tenerife,13068,141211,Explosion
383030,Tenerife,13068,141212,Lava flow(s)
383030,Tenerife,13068,141213,Pumice
383030,Tenerife,13069,141215,Lava flow(s)
383030,Tenerife,13070,141217,Explosion
383030,Tenerife,13070,141218,Lava flow(s)
383030,Tenerife,13071,141220,Explosion
383030,Tenerife,13071,141221,Lava flow(s)
383030,Tenerife,13071,141222,Lava flow(s)
383030,Tenerife,13072,141224,Explosion
383030,Tenerife,13072,141225,Lava flow(s)
383030,Tenerife,13073,141227,Explosion
383030,Tenerife,13073,141228,Lava flow(s)
383030,Tenerife,13073,141229,Cinder cone formation
383030,Tenerife,13074,141231,Lava flow(s)
383030,Tenerife,13075,141233,Lava flow(s)
383030,Tenerife,13075,141234,Lava dome formation
383030,Tenerife,13075,141235,Lava flow(s)
383030,Tenerife,13076,141237,Explosion
383030,Tenerife,13076,141238,Lava flow(s)
383030,Tenerife,13086,141240,Explosion
383030,Tenerife,13086,141241,Scoria
383030,Tenerife,13086,141242,Lava flow(s)
383030,Tenerife,13086,141243,Pumice
383030,Tenerife,13087,141245,Explosion
383030,Tenerife,13087,141246,Lava flow(s)
383030,Tenerife,13087,141247,Cinder cone formation
383030,Tenerife,13088,141249,Lava flow(s)
383030,Tenerife,13088,141250,Lava dome formation
383030,Tenerife,13089,141252,Explosion
383030,Tenerife,13089,141253,Lava flow(s)
383030,Tenerife,13089,141254,Cinder cone formation
383030,Tenerife,13089,141255,Lava flow(s)
383030,Tenerife,13090,141257,Explosion
383030,Tenerife,13090,141258,Lava flow(s)
383030,Tenerife,13090,141259,Cinder cone formation
383030,Tenerife,13091,141261,Explosion
383030,Tenerife,13091,141262,Bombs
383030,Tenerife,13091,141263,Scoria
383030,Tenerife,13091,141264,Cinder cone formation
383030,Tenerife,13091,141265,Pumice
383030,Tenerife,13092,141266,Lava flow(s)
383030,Tenerife,13093,141269,Explosion
383030,Tenerife,13093,141270,Ash
383030,Tenerife,13093,141271,Lava flow(s)
390020,Erebus,13104,141273,Explosion
390020,Erebus,13104,141274,Lava flow(s)
390020,Erebus,13105,141276,Ash
383030,Tenerife,13107,141279,Fumarolic or solfataric
383030,Tenerife,13108,141281,Explosion
383030,Tenerife,13108,141282,Lava flow(s)
383030,Tenerife,13108,141283,Cinder cone formation
383030,Tenerife,13109,141286,Explosion
383030,Tenerife,13109,141287,Lava flow(s)
383030,Tenerife,13109,141288,Property damage
383030,Tenerife,13109,141289,Loud audible noises
383030,Tenerife,13109,141290,Earthquakes (undefined)
383030,Tenerife,13109,141291,Earthquakes (undefined)
383030,Tenerife,13110,141293,Explosion
383030,Tenerife,13110,141294,Lava flow(s)
383030,Tenerife,13110,141295,Property damage
383030,Tenerife,13110,141296,Evacuations
383030,Tenerife,13110,141297,Cinder cone formation
383030,Tenerife,13110,141298,Earthquakes (undefined)
383030,Tenerife,13110,141299,Earthquakes (undefined)
383030,Tenerife,13110,141300,Lava flow(s)
383030,Tenerife,13111,141302,Explosion
383030,Tenerife,13111,141303,Lapilli
383030,Tenerife,13111,141304,Lava flow(s)
383040,Gran Canaria,13118,141305,Explosion
383040,Gran Canaria,13118,141306,Scoria
383040,Gran Canaria,13118,141307,Lava flow(s)
383040,Gran Canaria,13118,141308,Cinder cone formation
383040,Gran Canaria,13119,141310,Explosion
383040,Gran Canaria,13119,141311,Scoria
383040,Gran Canaria,13119,141312,Lava flow(s)
383040,Gran Canaria,13119,141313,Cinder cone formation
383040,Gran Canaria,13120,141315,Explosion
383040,Gran Canaria,13120,141316,Scoria
383040,Gran Canaria,13120,141317,Lava flow(s)
383040,Gran Canaria,13120,141318,Cinder cone formation
383040,Gran Canaria,13121,141320,Explosion
383040,Gran Canaria,13121,141321,Scoria
383040,Gran Canaria,13121,141322,Lava flow(s)
383040,Gran Canaria,13121,141323,Cinder cone formation
383040,Gran Canaria,13122,141325,Explosion
383040,Gran Canaria,13122,141326,Lava flow(s)
383040,Gran Canaria,13122,141327,Cinder cone formation
383040,Gran Canaria,13123,141329,Explosion
383040,Gran Canaria,13123,141330,Lapilli
383040,Gran Canaria,13123,141331,Lava flow(s)
383040,Gran Canaria,13123,141332,Property damage
383060,Lanzarote,13124,141335,Explosion
383060,Lanzarote,13124,141336,Lava flow(s)
383060,Lanzarote,13124,141337,Cinder cone formation
384010,Fogo,13130,141339,Phreatic activity
384010,Fogo,13130,141340,Lava flow(s)
384010,Fogo,13130,141341,Property damage
384010,Fogo,13130,141342,Crater formation
384010,Fogo,13130,141343,Lava flow(s)
384010,Fogo,13131,141345,Explosion
384010,Fogo,13131,141346,Lava flow(s)
384010,Fogo,13131,141347,Property damage
384010,Fogo,13131,141348,Crater formation
384010,Fogo,13131,141349,Lava flow(s)
384010,Fogo,13132,141351,Explosion
384010,Fogo,13132,141352,Lava flow(s)
384010,Fogo,13132,141353,Property damage
384010,Fogo,13132,141354,Fatalities
384010,Fogo,13132,141355,Crater formation
384010,Fogo,13132,141356,Lava flow(s)
384010,Fogo,13133,141358,Explosion
384010,Fogo,13133,141359,Lava flow(s)
384010,Fogo,13133,141360,Crater formation
384010,Fogo,13134,141362,Explosion
384010,Fogo,13134,141363,Lava flow(s)
384010,Fogo,13134,141364,Property damage
384010,Fogo,13134,141365,Lava flow(s)
384010,Fogo,13136,141368,Explosion
384010,Fogo,13136,141369,Ash
384010,Fogo,13136,141370,Lava flow(s)
386010,Tristan da Cunha,13147,141371,Property damage
386010,Tristan da Cunha,13147,141372,Evacuations
386010,Tristan da Cunha,13147,141373,Cinder cone formation
386010,Tristan da Cunha,13147,141374,Earthquakes (undefined)
386010,Tristan da Cunha,13147,141375,Lava flow(s)
386020,Bouvet,13148,141376,Lava flow(s)
390020,Erebus,13149,141378,Lava flow(s)
390020,Erebus,13150,141380,Lava flow(s)
390020,Erebus,13151,141381,Lava flow(s)
390020,Erebus,13152,141383,Explosion
390020,Erebus,13152,141384,Lava flow(s)
390020,Erebus,13153,141386,Explosion
390020,Erebus,13153,141387,Fumarolic or solfataric
390020,Erebus,13154,141389,Lava lake
390020,Erebus,13155,141391,Explosion
390020,Erebus,13155,141392,Lava lake
390020,Erebus,13156,141394,Explosion
390020,Erebus,13157,141396,Explosion
390020,Erebus,13158,141398,Explosion
390020,Erebus,13158,141399,Fumarolic or solfataric
390020,Erebus,13158,141400,Pumice
390020,Erebus,13159,141402,Explosion
390020,Erebus,13159,141403,Lava lake
390030,Deception Island,13171,141404,Ash
390030,Deception Island,13172,141405,Explosion
390030,Deception Island,13172,141406,Ash
390030,Deception Island,13173,141407,Explosion
390030,Deception Island,13173,141408,Ash
390030,Deception Island,13174,141409,Explosion
390030,Deception Island,13174,141410,Ash
390030,Deception Island,13175,141411,Explosion
390030,Deception Island,13175,141412,Ash
390030,Deception Island,13176,141413,Explosion
390030,Deception Island,13176,141414,Ash
390030,Deception Island,13177,141415,Explosion
390030,Deception Island,13177,141416,Ash
390030,Deception Island,13178,141417,Explosion
390030,Deception Island,13178,141418,Ash
390030,Deception Island,13179,141419,Explosion
390030,Deception Island,13179,141420,Ash
390030,Deception Island,13180,141421,Explosion
390030,Deception Island,13180,141422,Ash
390030,Deception Island,13181,141423,Explosion
390030,Deception Island,13182,141425,Explosion
390030,Deception Island,13183,141427,Explosion
600000,Unknown Source,13184,141428,Explosion
600000,Unknown Source,13185,141429,Explosion
390030,Deception Island,13186,141430,Fumarolic or solfataric
390030,Deception Island,13187,141432,Explosion
390030,Deception Island,13188,141434,Explosion
390030,Deception Island,13188,141435,Scoria
390030,Deception Island,13188,141436,Lava flow(s)
390030,Deception Island,13194,141437,Cinder cone formation
390030,Deception Island,13194,141438,Seismicity (volcanic)
390030,Deception Island,13194,141439,Seismicity (volcanic)
390030,Deception Island,13194,141440,Lightning
390030,Deception Island,13194,141441,Pumice
390030,Deception Island,13194,141442,Blocks
390030,Deception Island,13195,141445,Explosion
390030,Deception Island,13195,141446,Ash
390030,Deception Island,13195,141447,Lapilli
390030,Deception Island,13195,141448,Bombs
390030,Deception Island,13195,141449,Phreatic activity
390030,Deception Island,13195,141450,Lahar or mudflow
390030,Deception Island,13195,141451,Jokulhaup
390030,Deception Island,13195,141452,Seismicity (volcanic)
390030,Deception Island,13195,141453,Pumice
390030,Deception Island,13196,141454,Seismicity (volcanic)
390030,Deception Island,13197,141457,Explosion
390050,Seal Nunataks Group,13199,141461,Explosion
390050,Seal Nunataks Group,13200,141463,Explosion
390050,Seal Nunataks Group,13200,141464,Ash
390050,Seal Nunataks Group,13200,141465,Lava flow(s)
390070,Southern Thule,13201,141467,Phreatic activity
390070,Southern Thule,13201,141468,Crater formation
390090,Saunders,13204,141478,Lava lake
390090,Saunders,13204,141480,Lava lake
390100,Candlemas Island,13222,141483,Explosion
390100,Candlemas Island,13222,141484,Ash
390100,Candlemas Island,13223,141486,Explosion
390100,Candlemas Island,13223,141487,Fumarolic or solfataric
390100,Candlemas Island,13224,141489,Explosion
390100,Candlemas Island,13224,141490,Fumarolic or solfataric
390100,Candlemas Island,13225,141492,Lava flow(s)
390110,Hodson,13226,141493,Explosion
390110,Hodson,13226,141494,Fumarolic or solfataric
390110,Hodson,13227,141496,Explosion
390130,Zavodovski,13228,141498,Explosion
390130,Zavodovski,13229,141499,Explosion
390130,Zavodovski,13229,141500,Fumarolic or solfataric
390130,Zavodovski,13230,141501,Explosion
390130,Zavodovski,13230,141502,Fumarolic or solfataric
600000,Unknown Source,13262,141503,Explosion
600000,Unknown Source,13263,141504,Explosion
600000,Unknown Source,13264,141505,Explosion
600000,Unknown Source,13265,141506,Explosion
600000,Unknown Source,13266,141507,Explosion
600000,Unknown Source,13267,141508,Explosion
600000,Unknown Source,13268,141509,Explosion
